date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas,image_paths
182,0.578568,2014-08-25 - 2015-02-23,0.0,0.0,0.002495,0.01372,0.0,0.007187,0.000109,0.169207,0.001409,0.001256,0.000276,0.000681,0.011754,0.0,0.0,0.0,0.002911,0.017143,0.00012,0.0,0.0,0.00569,0.0,0.0,6e-05,0.016486,0.022687,0.002525,0.000198,0.01254,0.00672,0.000958,0.005456,0.002144,6e-05,4e-05,0.0,0.0,0.000119,0.005417,4e-05,0.0,6e-05,6e-05,0.000174,7.9e-05,0.001415,4e-06,4e-05,0.003604,0.006313,0.014244,0.016524,0.002568,9.9e-05,0.019714,0.001631,0.0,0.000528,0.0,0.0,0.000686,0.0,0.030633,0.002074,0.0,0.004987,0.002204,0.000522,0.033329,0.005346,3.5e-05,0.003567,0.000668,0.002792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-05,0.0,0.0,4.4e-05,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.000239,0.0,0.000159,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.000139,0.114223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,./imgs/2014-08-25 - 2015-02-23.png
49,0.343518,2014-09-28 - 2014-11-16,0.0,0.0,0.000868,6.4e-05,4.7e-05,0.011182,0.0,0.001174,0.000347,0.000126,8.5e-05,0.002524,8.8e-05,0.000155,1.5e-05,0.0,0.002996,2.1e-05,0.000103,1.4e-05,4.8e-05,0.000477,4e-06,1.4e-05,9.9e-05,0.020954,0.128312,0.000299,0.000194,0.005519,0.010249,0.000102,0.000664,0.00166,0.0,0.0,0.0,0.0,6.5e-05,3.2e-05,1.4e-05,0.0,0.001077,0.0,0.000153,0.0,0.000811,0.001209,0.000378,0.001083,0.004463,0.025008,0.004693,8.3e-05,8.9e-05,0.00356,0.001824,0.0,0.000376,0.0,1.4e-05,0.001308,0.0,0.000254,0.020025,0.0,0.001885,0.00515,0.000253,0.030253,0.003074,0.00242,0.002744,7.4e-05,9.4e-05,1.2e-05,0.0,0.0,2.1e-05,0.0,0.0,0.0,0.0,0.000149,0.0,0.0,0.0,2.3e-05,0.0,1.4e-05,0.0,1.4e-05,6.4e-05,1.4e-05,1.2e-05,4.7e-05,0.000134,6.4e-05,1.2e-05,1.2e-05,1.2e-05,0.0,0.00013,3.2e-05,8.7e-05,4e-06,0.0,0.0,0.032747,0.0,0.0,4.5e-05,0.0,0.00013,7.3e-05,4e-05,0.000135,0.0,0.0,0.0,9e-06,1.4e-05,9e-06,1.4e-05,0.008528,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2014-11-16.png
55,0.482824,2014-09-28 - 2014-11-22,0.0,0.0,0.020616,0.001117,4.7e-05,0.011049,8e-05,0.020961,2.7e-05,0.000312,0.000351,0.014557,0.000329,6e-06,2.9e-05,0.0,0.000325,3.5e-05,0.000252,0.0,2.3e-05,0.000307,8.2e-05,0.0,0.0,0.006719,0.03954,0.000394,0.002359,0.002106,0.013518,0.0003,0.039853,0.003771,0.0,0.0,0.0,0.0,6.5e-05,5.3e-05,0.0,0.002032,0.001502,0.0,0.000194,0.0,0.001831,0.001825,0.000534,0.000516,0.04895,0.009534,0.00804,5.9e-05,0.000739,0.008226,0.000561,6.6e-05,0.000184,0.002484,0.0,0.001326,0.0,0.001906,0.002184,0.0,0.002722,0.001068,0.001926,0.079923,0.007989,0.003468,0.031193,1.5e-05,0.000782,1.2e-05,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.000117,3.5e-05,0.0,0.0,2.3e-05,2.7e-05,0.0,0.0,0.000106,0.002364,0.0,1.2e-05,1.9e-05,0.0,0.0,1.2e-05,1.2e-05,1.2e-05,0.0,4.2e-05,1.8e-05,7.6e-05,9e-06,0.0,0.0,0.073866,0.0,0.0,5.9e-05,0.0,4.1e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,2.7e-05,0.0,0.001076,0.002577,0.000239,0.000638,3.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2014-11-22.png
70,0.314692,2014-09-28 - 2014-12-07,0.0,0.0,0.001385,0.000152,4.7e-05,0.009758,2.3e-05,0.015581,0.0,0.001068,0.000171,0.001348,0.000306,6e-05,2.9e-05,4.6e-05,0.000736,3.5e-05,1.3e-05,9.2e-05,5.8e-05,0.000702,3.6e-05,0.000104,0.0,0.01816,0.016324,0.000669,5.8e-05,0.000703,0.002787,0.000399,0.00296,0.00049,0.0,3.5e-05,0.0,0.0,7e-06,5.3e-05,5.8e-05,0.0,0.001479,0.0,0.000659,0.0,0.000793,0.001802,0.000476,0.000545,0.002773,0.005976,0.014598,0.005142,0.000739,0.005151,0.004594,0.0,0.000458,2.3e-05,0.0,0.002471,0.0,0.01852,0.00586,0.000219,0.000178,0.001397,0.001447,0.025943,0.030769,0.002725,0.031147,0.001588,0.000257,1.2e-05,0.0,0.0,1.1e-05,2.3e-05,0.0,0.0,0.0,0.000147,3.5e-05,0.0,0.0,2.3e-05,0.0,0.0,2.3e-05,0.0,0.0,0.0,1.1e-05,2.4e-05,0.0,0.0,6.9e-05,4.6e-05,2.3e-05,0.0,0.000149,1.8e-05,5.1e-05,1.8e-05,0.0,0.0,0.071161,0.0,0.0,5.9e-05,0.0,1.2e-05,7.7e-05,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.00015,0.0,0.0,0.0,./imgs/2014-09-28 - 2014-12-07.png
80,0.299853,2014-09-28 - 2014-12-17,0.0,1e-05,2e-06,0.001263,4.7e-05,0.010557,7.4e-05,0.017014,1e-05,0.000962,0.000166,0.004037,0.000251,7e-05,0.000148,0.0,0.002648,3.5e-05,0.002969,1e-05,0.000198,0.000444,4.8e-05,0.0,2e-05,0.009191,0.019336,0.000554,0.004045,0.00112,0.006692,0.000194,0.001165,0.002031,0.0,0.0,0.0,0.0,5.5e-05,5.3e-05,8.9e-05,0.0,0.001502,0.0,0.000249,0.0,0.000612,0.001825,0.000534,0.000836,0.024411,0.007096,0.014285,0.006039,0.000739,0.012964,0.004374,0.0,0.00033,0.0,0.0,0.002587,0.0,0.000534,0.001354,0.0,4.1e-05,0.001872,0.001115,0.013515,0.004002,0.006101,0.031149,0.000741,0.000398,1.2e-05,2e-05,0.0,1e-06,0.0,0.0,0.0,0.0,0.00016,3.5e-05,0.0,0.0,8e-06,0.0,0.0,0.0,2e-05,6.4e-05,0.0,1.2e-05,3.7e-05,1e-05,1e-05,0.00018,1.2e-05,2e-06,0.0,0.00022,3.6e-05,1.2e-05,1.8e-05,0.0,0.0,0.073832,0.0,0.0,5.9e-05,0.0,2e-06,0.000123,8.2e-05,9.1e-05,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2014-12-17.png
100,0.34619,2014-09-28 - 2015-01-06,5e-05,0.0,0.001763,0.001004,3.2e-05,0.000753,0.000143,0.00805,0.000368,0.00081,0.0003,0.000959,0.011203,0.00017,2.9e-05,0.0,0.000426,0.000341,0.000198,0.0,3.1e-05,0.000969,7.4e-05,7.4e-05,0.000271,0.027056,0.014481,0.000775,0.000574,0.005355,0.005812,0.000528,0.003636,0.000748,0.0,8e-06,0.0,8e-06,1.1e-05,0.028282,1.5e-05,0.0,0.001386,0.001243,8.2e-05,0.0,0.000781,0.001639,0.000503,0.000688,0.013602,0.038283,0.000816,0.001056,0.000334,0.000323,0.00329,8e-06,0.000316,1.9e-05,1.5e-05,6e-06,8.5e-05,0.035852,0.001147,3.1e-05,0.005231,0.003317,0.000295,0.000191,0.003416,0.01237,0.030442,6.4e-05,0.000235,5e-05,8e-06,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.000127,2.7e-05,1.5e-05,0.0,8e-06,0.0,4.6e-05,1.5e-05,8e-06,0.0,8e-06,0.0,0.00015,0.0,1.2e-05,3e-06,4e-06,1.2e-05,0.0,0.000264,1e-05,2e-06,1.8e-05,0.0,0.0,0.07075,0.0,1.5e-05,6.5e-05,0.000592,0.000108,0.000104,0.000127,0.0001,8e-06,0.000778,5.8e-05,0.000232,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2015-01-06.png
108,0.663701,2014-09-28 - 2015-01-14,0.000269,0.000152,0.001422,0.000783,0.000129,0.002315,9.4e-05,0.00249,0.000644,0.002251,0.00033,0.002917,0.007049,0.000182,6e-06,0.000937,0.002997,0.014076,0.000193,2.3e-05,0.0,0.00087,5.9e-05,4.7e-05,0.000609,0.049784,0.152444,0.002738,0.000851,0.00666,0.006808,0.000175,0.098915,0.002695,0.000375,2.3e-05,0.000176,0.000187,4.2e-05,0.001481,0.000105,3.5e-05,0.001455,2.3e-05,0.000124,0.000105,1.6e-05,0.001638,0.000499,0.001615,0.003761,0.045682,0.003122,0.005176,0.000458,0.020527,0.002149,2.3e-05,0.000141,2.3e-05,3.5e-05,0.001368,8.2e-05,0.077101,0.000397,0.000105,0.012778,0.007906,0.001334,0.006633,0.002556,0.002754,0.024331,8.1e-05,0.00022,1.2e-05,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.00017,3.5e-05,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,4.7e-05,0.0,0.0,1.2e-05,1.2e-05,1.2e-05,0.0,0.000264,1.8e-05,7.6e-05,1.8e-05,0.0,0.0,0.073906,0.0,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2015-01-14.png
119,0.680854,2014-09-28 - 2015-01-25,0.000104,0.0,0.008083,0.000116,4.7e-05,0.033841,5.2e-05,0.084523,0.00013,0.000894,0.001477,0.002575,0.065365,0.000205,2.9e-05,0.0,0.00177,3.5e-05,0.000252,0.000208,2.9e-05,0.000704,0.000126,0.000104,0.0,0.011231,0.153613,0.000707,0.000963,0.009624,0.056009,0.000258,0.000558,0.002506,0.0,0.0,0.0,0.0,1.3e-05,5.3e-05,5.2e-05,0.0,0.001502,0.0,0.000194,0.0,0.003324,0.001825,0.000534,0.001071,0.011242,0.056088,0.00804,5.9e-05,0.000739,0.005126,0.002348,0.0,0.001584,0.0,0.0,0.001485,0.0,0.020821,0.000326,0.0,0.008557,0.003994,0.001732,5e-05,0.003929,0.003078,0.031193,4.6e-05,0.00053,1.2e-05,0.0,0.0,1.7e-05,0.0,0.0,0.0,0.0,0.000118,1.7e-05,0.0,0.0,2.9e-05,0.0,0.0,0.0,0.0,7.8e-05,0.0,1.2e-05,4.7e-05,0.0,5.2e-05,1.2e-05,4e-05,6.6e-05,0.000104,4e-06,8.6e-05,2e-06,8.6e-05,0.0,0.0,0.073906,0.0,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2015-01-25.png
133,0.36813,2014-09-28 - 2015-02-08,0.0,0.0,0.002456,0.000828,6e-06,0.019603,0.0,0.038174,6.2e-05,0.000198,0.003219,0.003607,0.00338,0.000123,2.9e-05,0.0,0.002708,3.5e-05,0.000211,0.0,1.8e-05,0.002117,8.2e-05,0.0,0.0,0.001836,0.001043,5.5e-05,0.004425,0.000167,0.022067,0.000258,0.000512,0.00258,0.0,0.0,0.0,0.0,6.5e-05,5.3e-05,0.0,0.0,0.001502,0.0,0.000153,0.0,0.001593,0.001825,0.000534,0.000226,0.015393,0.043849,0.007978,5.9e-05,0.000739,0.003185,0.001709,0.0,7.7e-05,0.0,4.1e-05,0.000413,0.0,0.021677,0.002495,0.0,0.00225,0.001568,0.001224,0.037555,0.000656,0.003076,0.031152,0.000126,0.001036,1.2e-05,4.1e-05,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.00017,4.7e-05,0.0,0.0,1.8e-05,4.1e-05,0.0,0.0,0.0,0.000495,0.0,1.2e-05,4.7e-05,0.0,0.0,1.2e-05,1.2e-05,1.2e-05,0.0,1.7e-05,1.8e-05,7.6e-05,2.3e-05,0.0,0.0,0.073906,4.1e-05,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,0.000503,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2015-02-08.png
148,0.431968,2014-09-28 - 2015-02-23,0.0,0.0,0.000889,0.004883,4.7e-05,0.001374,0.000109,0.146162,0.0,0.000805,0.000101,0.000436,0.000198,0.000205,2.9e-05,0.0,0.002313,3.5e-05,1.3e-05,0.0,2.3e-05,0.001177,8.2e-05,0.0,0.0,0.004817,0.009882,0.000254,0.001015,0.002296,0.006051,0.0007,0.000257,0.003814,0.0,0.0,0.0,0.0,6.5e-05,5.3e-05,0.0,0.0,0.001502,0.0,2e-05,0.0,0.000576,0.001781,0.000534,0.000211,0.010524,0.03056,0.008544,0.002509,0.000739,0.00946,0.000307,0.0,0.000124,0.0,0.0,0.001344,0.0,0.016546,0.002607,0.0,0.000529,0.000896,0.001444,0.035982,0.005924,0.003076,0.031149,0.000639,0.001115,1.2e-05,0.0,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.00017,9e-06,0.0,0.0,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.000192,0.0,0.0,1.2e-05,1.2e-05,1.2e-05,0.0,0.000264,1.8e-05,7.6e-05,1.8e-05,0.0,0.0,0.073841,0.0,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,./imgs/2014-09-28 - 2015-02-23.png
6,0.586906,2014-11-16 - 2014-11-22,0.0,0.0,0.019748,0.001053,0.0,0.000133,8e-05,0.022135,0.00032,0.000186,0.000436,0.017081,0.000241,0.000149,1.4e-05,0.0,0.003321,1.4e-05,0.000149,1.4e-05,7.1e-05,0.00017,7.8e-05,1.4e-05,9.9e-05,0.027673,0.167852,9.5e-05,0.002553,0.003413,0.003269,0.000402,0.040517,0.005431,0.0,0.0,0.0,0.0,0.0,8.5e-05,1.4e-05,0.002032,0.000425,0.0,0.000347,0.0,0.002642,0.000616,0.000156,0.001599,0.044487,0.015474,0.003347,0.000142,0.000828,0.011786,0.002385,6.6e-05,0.00056,0.002484,1.4e-05,1.8e-05,0.0,0.00216,0.022209,0.0,0.000837,0.006218,0.001673,0.04967,0.004915,0.005888,0.028449,8.9e-05,0.000876,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,0.0,3.2e-05,3.5e-05,0.0,0.0,0.0,2.7e-05,1.4e-05,0.0,9.2e-05,0.0023,1.4e-05,0.0,6.6e-05,0.000134,6.4e-05,0.0,0.0,0.0,0.0,0.000172,5e-05,0.000163,1.3e-05,0.0,0.0,0.041119,0.0,0.0,1.4e-05,0.0,8.9e-05,5e-05,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.3e-05,0.008528,0.001076,0.002577,0.000239,0.000638,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-11-16 - 2014-11-22.png
21,0.391818,2014-11-16 - 2014-12-07,0.0,0.0,0.000517,8.8e-05,0.0,0.001424,2.3e-05,0.014407,0.000347,0.000942,8.6e-05,0.003872,0.000218,0.000215,1.4e-05,4.6e-05,0.003732,1.4e-05,0.000116,7.8e-05,1e-05,0.001179,3.2e-05,9e-05,9.9e-05,0.002794,0.111988,0.000968,0.000136,0.004816,0.007462,0.000501,0.003624,0.00215,0.0,3.5e-05,0.0,0.0,5.8e-05,8.5e-05,4.4e-05,0.0,0.000402,0.0,0.000506,0.0,1.8e-05,0.000593,9.8e-05,0.000538,0.00169,0.030984,0.019291,0.005059,0.000828,0.008711,0.006418,0.0,8.2e-05,2.3e-05,1.4e-05,0.003779,0.0,0.018774,0.014165,0.000219,0.001707,0.003753,0.001194,0.00431,0.027695,0.000305,0.028403,0.001514,0.000351,0.0,0.0,0.0,3.2e-05,2.3e-05,0.0,0.0,0.0,2e-06,3.5e-05,0.0,0.0,0.0,0.0,1.4e-05,2.3e-05,1.4e-05,6.4e-05,1.4e-05,2.3e-05,2.3e-05,0.000134,6.4e-05,8.1e-05,5.8e-05,3.5e-05,0.0,1.9e-05,5e-05,3.6e-05,1.4e-05,0.0,0.0,0.038414,0.0,0.0,1.4e-05,0.0,0.000142,4e-06,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.00015,0.0,0.0,0.0,./imgs/2014-11-16 - 2014-12-07.png
31,0.402651,2014-11-16 - 2014-12-17,0.0,1e-05,0.00087,0.001199,0.0,0.000625,7.4e-05,0.018188,0.000337,0.000836,0.000251,0.006561,0.000339,0.000225,0.000163,0.0,0.000348,1.4e-05,0.003072,4e-06,0.00015,0.000921,4.4e-05,1.4e-05,7.9e-05,0.011763,0.108976,0.000853,0.004239,0.004399,0.003557,9.2e-05,0.000501,0.003691,0.0,0.0,0.0,0.0,1e-05,8.5e-05,7.5e-05,0.0,0.000425,0.0,9.6e-05,0.0,0.001423,0.000616,0.000156,0.000247,0.019948,0.032104,0.018978,0.005956,0.000828,0.009404,0.006198,0.0,4.6e-05,0.0,1.4e-05,0.003895,0.0,0.000788,0.021379,0.0,0.001844,0.003278,0.000862,0.016738,0.000928,0.003681,0.028405,0.000667,0.000492,0.0,2e-05,0.0,2e-05,0.0,0.0,0.0,0.0,1.1e-05,3.5e-05,0.0,0.0,1.5e-05,0.0,1.4e-05,0.0,6e-06,0.0,1.4e-05,0.0,1e-05,0.000124,5.4e-05,0.000192,0.0,1e-05,0.0,9e-05,4e-06,9.9e-05,1.4e-05,0.0,0.0,0.041085,0.0,0.0,1.4e-05,0.0,0.000132,5e-05,4.2e-05,4.4e-05,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-11-16 - 2014-12-17.png
51,0.490582,2014-11-16 - 2015-01-06,5e-05,0.0,0.002631,0.00094,1.5e-05,0.011935,0.000143,0.009224,2.1e-05,0.000684,0.000215,0.001565,0.011291,1.5e-05,1.4e-05,0.0,0.003422,0.000362,9.5e-05,1.4e-05,1.7e-05,0.001446,7e-05,6e-05,0.000172,0.006102,0.113831,0.001074,0.00038,0.000164,0.016061,0.00063,0.0043,0.002408,0.0,8e-06,0.0,8e-06,5.4e-05,0.02825,1e-06,0.0,0.000309,0.001243,0.000235,0.0,3e-05,0.00043,0.000125,0.000395,0.009139,0.063291,0.005509,0.000973,0.000245,0.003883,0.005114,8e-06,6e-05,1.9e-05,1e-06,0.001314,8.5e-05,0.035598,0.021172,3.1e-05,0.003346,0.001833,0.000548,0.030062,0.000342,0.00995,0.027698,1e-05,0.000329,6.2e-05,8e-06,0.0,2e-06,0.0,0.0,0.0,0.0,2.2e-05,2.7e-05,1.5e-05,0.0,1.5e-05,0.0,3.2e-05,1.5e-05,6e-06,6.4e-05,6e-06,1.2e-05,0.000197,0.000134,5.2e-05,1.5e-05,8e-06,0.0,0.0,0.000134,4.2e-05,8.9e-05,1.4e-05,0.0,0.0,0.038003,0.0,1.5e-05,0.00011,0.000592,2.2e-05,3.1e-05,0.000167,3.5e-05,8e-06,0.000778,5.8e-05,0.000223,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-11-16 - 2015-01-06.png
59,0.539947,2014-11-16 - 2015-01-14,0.000269,0.000152,0.00229,0.000719,0.000176,0.013497,9.4e-05,0.003664,0.000297,0.002377,0.000245,0.000393,0.007137,2.7e-05,9e-06,0.000937,1e-06,0.014097,9e-05,9e-06,4.8e-05,0.001347,5.5e-05,3.3e-05,0.00051,0.02883,0.024132,0.003037,0.000657,0.001141,0.017057,0.000277,0.099579,0.001035,0.000375,2.3e-05,0.000176,0.000187,2.3e-05,0.001449,9.1e-05,3.5e-05,0.000378,2.3e-05,0.000277,0.000105,0.000827,0.000429,0.000121,0.000532,0.000702,0.07069,0.001571,0.005093,0.000547,0.016967,0.000325,2.3e-05,0.000517,2.3e-05,2.1e-05,6e-05,8.2e-05,0.076847,0.020422,0.000105,0.010893,0.002756,0.001081,0.02362,0.000518,0.005174,0.021587,7e-06,0.000314,0.0,0.0,0.0,1.4e-05,0.0,0.0,0.0,0.0,2.1e-05,3.5e-05,0.0,0.0,0.0,0.0,1.4e-05,0.0,1.4e-05,6.4e-05,1.4e-05,0.0,0.0,0.000134,6.4e-05,0.0,0.0,0.0,0.0,0.000134,5e-05,0.000163,1.4e-05,0.0,0.0,0.041159,0.0,0.0,1.4e-05,0.0,0.000142,5e-05,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-11-16 - 2015-01-14.png
70,0.512492,2014-11-16 - 2015-01-25,0.000104,0.0,0.007215,5.2e-05,0.0,0.022659,5.2e-05,0.085697,0.000217,0.000768,0.001562,5.1e-05,0.065453,5e-05,1.4e-05,0.0,0.001226,1.4e-05,0.000149,0.000194,1.9e-05,0.000227,0.00013,9e-05,9.9e-05,0.009723,0.025301,0.001006,0.000769,0.004105,0.04576,0.000156,0.001222,0.004166,0.0,0.0,0.0,0.0,5.2e-05,8.5e-05,3.8e-05,0.0,0.000425,0.0,0.000347,0.0,0.004135,0.000616,0.000156,1.2e-05,0.015705,0.03108,0.003347,0.000142,0.000828,0.008686,0.000524,0.0,0.001208,0.0,1.4e-05,0.000177,0.0,0.021075,0.019699,0.0,0.006672,0.001156,0.001479,0.030203,0.000855,0.005498,0.028449,2.8e-05,0.000624,0.0,0.0,0.0,3.8e-05,0.0,0.0,0.0,0.0,3.1e-05,1.7e-05,0.0,0.0,5.2e-05,0.0,1.4e-05,0.0,1.4e-05,1.4e-05,1.4e-05,0.0,0.0,0.000134,1.2e-05,0.0,5.2e-05,7.8e-05,0.000104,0.000126,5.4e-05,8.5e-05,9e-05,0.0,0.0,0.041159,0.0,0.0,1.4e-05,0.0,0.000142,5e-05,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,1.4e-05,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2014-11-16 - 2015-01-25.png
