genus,X1.14.2015.abundance,X1.19.2014.abundance,X1.25.2015.abundance,X1.26.2013.abundance,X1.6.2015.abundance,X10.10.2013.abundance,X10.2.2013.abundance,X10.23.2013.abundance,X10.27.2013.abundance,X11.10.2013.abundance,X11.16.2014.abundance,X11.22.2014.abundance,X11.6.2012.abundance,X12.14.2013.abundance,X12.17.2014.abundance,X12.7.2014.abundance,X2.17.2014.abundance,X2.17.2014.1.abundance,X2.23.2015.abundance,X2.25.2013.abundance,X2.8.2015.abundance,X3.23.2014.abundance,X3.24.2013.abundance,X4.29.2013.abundance,X4.3.2012.abundance,X4.7.2013.abundance,X5.4.2014.abundance,X5.4.2014.1.abundance,X6.16.2014.abundance,X6.9.2013.abundance,X7.14.2013.abundance,X8.10.2013.abundance,X8.11.2014.abundance,X8.22.2014.abundance,X8.25.2014.abundance,X8.7.2012.abundance,X9.24.2013.abundance,X9.25.2013.abundance,X9.28.2014.abundance,X9.3.2013.abundance
Alicyclobacillus,0,0,0,0,0.000592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zobellia,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,5.9e-05,0
Alteribacillus,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thioalkalivibrio,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novispirillum,0,0,0,0,4.3e-05,1.4e-05,0,0,0,0,0,0,1.3e-05,0,2.5e-05,0,0,0,0,4.5e-05,0,0,0,0,0,4.9e-05,0,0,0,8e-06,0,0,0,2.9e-05,0,0,0,0,0,0
Robinsoniella,0,0,0,0,0.00012,0,1.7e-05,0,0,0,0.000142,5.3e-05,0,0,1e-05,0,0,7e-06,0,0,0,0,0,0,0,0,0,1e-05,0,3.5e-05,1.8e-05,8e-06,0,0,0,4.5e-05,0,0,1.2e-05,0
Erwinia,0,0,0,0,1.9e-05,0,1.7e-05,2e-05,0,0,5e-05,0,0,0,0,4.6e-05,1.9e-05,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,7.2e-05,0,4e-05,0,0,0.000123,0
Citrobacter,0,0,0,0,0.000209,0,0,4.1e-05,2.9e-05,3e-05,4.2e-05,0,0,0,0,0,0,1.1e-05,0,9e-05,0,0,0.000111,0,0,4.9e-05,6e-06,0,2e-05,0,6.2e-05,2e-05,0,0,0,0.00012,1.1e-05,1e-05,8.2e-05,0
Burkholderia,0,0,0,0,1.5e-05,1.4e-05,0,0,0,0,0,0,0,0,3e-05,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromobacterium,0,0,0,0,3.5e-05,1.4e-05,3.4e-05,0,8e-06,1e-05,0,0,0,1.5e-05,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,5.5e-05,0,0,0,0,0,1e-05,0,5.2e-05,0.000135,2.8e-05
Acetivibrio,0,0,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0
Weissella,0,0,0,0,8e-06,1.4e-05,1.7e-05,0.000132,0,0,0,0,0,6e-06,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,4.7e-05,0,0,0,0,0,0,0,1e-05,0,0
Plesiomonas,0,0,0,0,8e-06,0,0,0,0,0,0,0,2.9e-05,0,0,0,0,0,0,0,0,0,0.000833,0.000225,0,0.000111,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0
Aeromonas,0,0,0,0,0.000778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerococcus,0,0,0,0,5.8e-05,0.000535,0.000169,0.000315,0.002523,2.5e-05,0,0,0,0,0,0,0.000127,7e-06,0,0.000113,0,0,0,0,0,5e-04,4.3e-05,0.00079,0,5.9e-05,0,1.6e-05,0.000168,0,0,1.5e-05,0,0.000272,0,4.2e-05
Leptonema,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3e-05,0,3e-05,0,0,0,0
Candidatus Armantifilum,0,0,0,0,0.000244,0,0,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0.000515,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,0,0,0,1.2e-05,0
Rickettsia,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus,0,0,0,0,3.1e-05,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0
Lachnobacterium,0,0,0,0,8e-06,0,0,0,0,1e-05,0,0,0,6e-06,0,0,9e-06,0,0,0,4.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e-05,0
Tamlana,0,0,0,0,8e-06,0,0,0,0,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliobacillus,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytophaga,0,0,0,0,8e-06,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,4.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0
Arenibacter,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-05,0,0,0,0,1e-05,0,0,1.2e-05,0
Atopobium,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,1.8e-05,0,0,0,0,1e-05,0,0,0,0
Geobacillus,0,0,0,0,0,1.4e-05,1.7e-05,0,0,1.5e-05,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-05,1.5e-05,2.7e-05,0,1.6e-05,0,0,0,0,0,0,0,0
Acinetobacter,0,0,0,0,0,2.2e-05,0,4.1e-05,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.3e-05,0,8e-06,0,0,0,0,0,0,0,0,2.3e-05,0
Leptolyngbya,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio,0,0,0,0,0,4.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murdochiella,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halothiobacillus,0,0,0,0,0,2.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeroplasma,0,0,0,0,0,0,1.7e-05,0,0,0,0,0.002577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonsdalea,0,0,0,0,0,0,6.8e-05,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0.000222,0,0,0.000104,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0
Phenylobacterium,0,0,0,0,0,0,0,0,1.2e-05,5e-05,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0
Solobacterium,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanobacillus,0,0,0,0,0,0,0,0,8e-06,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobotulus,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Marithioploca,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidithiobacillus,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0
Dickeya,0,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,8e-06,0,8e-06,0,0,0,0,1.1e-05,3.8e-05,0,0
Methylogaea,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomyces,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e-05,0,0,0,0,0,0,0,0,0
Flexibacter,0,0,0,0,0,0,0,0,8e-06,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0.000111,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,1.4e-05,0,0
Candidatus Soleaferrea,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Stammerula,0,0,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4e-05,0,0,0,0,0,0,1.2e-05,0
Devosia,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,7e-06,0,2.3e-05,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0
Candidatus Isobeggiatoa,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiomargarita,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium,0,0,0,0,0,0,0,0,0,0,1.4e-05,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111
Planifilum,0,0,0,0,0,0,0,0,0,0,0.008528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochrobactrum,0,0,0,0,0,0,0,0,0,0,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
Caldicoprobacter,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0
Dethiobacter,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus,0,0,0,0,0,0,0,0,0,0,6.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1e-05,0
Filifactor,0,0,0,0,0,0,0,0,0,0,8.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0
Turicibacter,0,0,0,0,0,0,0,0,0,0,0,0.001076,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halobacillus,0,0,0,0,0,0,0,0,0,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natranaerovirga,0,0,0,0,0,0,0,0,0,0,0,0.000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0
Howardella,0,0,0,0,0,0,0,0,0,0,0,0.000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filimonas,0,0,0,0,0,0,0,0,0,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kineosporia,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas,0,0,0,0,0,0,0,0,0,0,0,8e-05,2.2e-05,0,0,0,0,0,0,2.3e-05,4.1e-05,0,0,0.00051,0,0,0,0,0,3.9e-05,0,0,0,0,7.9e-05,0,0,0,4.7e-05,0
Buchnera,0,0,0,0,0,0,0,0,0,0,0,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,2.9e-05,0,1.5e-05,0,0,0,0
Cellvibrio,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,4.6e-05,0,0,0,0,0.000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahnella,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,0,0,0,0,0,0.000333,0.000363,0,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychroserpens,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0
Hafnia,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0,0,0,0,0,0,0,0,0,0.011325,0.000216,0,0.000535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersinia,0,0,0,0,0,0,0,0,0,0,0,0,0.002707,0,0,0,0,0,0,0,0,0,0.054402,0.047852,0,0.022675,0,0,0,0,0,8e-06,0.000168,0,0,0,0,0,0,0
Balnearium,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodalis,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,1.2e-05,0
Azospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisella,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0.000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0
Hansschlegelia,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfitobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,0
Planomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0
Geodermatophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0
Desulfocella,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,3.5e-05,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hespellia,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerofustis,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasilonema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,1e-05,0,0,0,0
Rubellimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,2.3e-05,0,0,8.7e-05,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,0,0,0,0,0
Spongiibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiferrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,4.4e-05,0,0,0,0.000722,0,0,1.4e-05,0,0,1e-05,0,0,0,0,0,0,2.5e-05,0,0,0,0
Epulopiscium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dechloromarinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0.000215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldanaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteiniborus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-06,7e-06,0,0,0,0,0,0,0,0,6e-06,0,1e-05,0,0,0,0,2.9e-05,0,0,0,1e-05,0,0
Herminiimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dermabacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0,0,2.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0
Tenacibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chitinivorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysinibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulosicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodopseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,3.7e-05,0,0,0,0,0,0,0,0
Fibrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ewingella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017819,0,0,0.000111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-05
Elizabethkingia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxalophagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acholeplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fonticella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fictibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teredinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobacca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldanaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,7e-06,0,0,0,0,0,0,0,0,0,0,0,0
Pseudenhygromyxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,0
Desulfacinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraprevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomonile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0
Abiotrophia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0
Moraxella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0
Listeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,0,0,0,0,0,0,0,0,0,0
Derxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0
Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0
Rheinheimera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0
Ignatzschineria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,3.3e-05,0,0
Thermicanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0
